EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5660637,RICHMOND CO.,NORTHWEST PORTION,08/17/1998,1400,Flash Flood, , ,0,0,0,0,NY,EST, ,2083240,C,85,OKX,0,0,TRAINED SPOTTER, , , , , , , ,NORTHWEST PORTION,08/17/1998,1400, , , , ,,"As thunderstorms moved over the same area, they produced heavy rain for long periods of time. | The heaviest rain, which fell in a band from Northern Richmond County northeast across New York County and extreme Southern Westchester County, caused widespread flooding of streets (such as the Hutchinson River Parkway in Westchester and Bronx Counties and FDR Drive in New York County), low-lying, and poor drainage areas. | Rain fell at rates up to around 2 inches per hour. At LaGuardia Airport, 3.54 inches of rain fell and at Central Park, 2.38 inches was measured.",27
5660641,QUEENS CO.,NORTHWEST PORTION,08/17/1998,1400,Flash Flood, , ,0,0,0,0,NY,EST, ,2083240,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,NORTHWEST PORTION,08/17/1998,1400, , , , ,,"As thunderstorms moved over the same area, they produced heavy rain for long periods of time. | The heaviest rain, which fell in a band from Northern Richmond County northeast across New York County and extreme Southern Westchester County, caused widespread flooding of streets (such as the Hutchinson River Parkway in Westchester and Bronx Counties and FDR Drive in New York County), low-lying, and poor drainage areas. | Rain fell at rates up to around 2 inches per hour. At LaGuardia Airport, 3.54 inches of rain fell and at Central Park, 2.38 inches was measured.",28
5660638,NEW YORK CO.,COUNTYWIDE,08/17/1998,1400,Flash Flood, , ,0,0,0,0,NY,EST, ,2083240,C,61,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,08/17/1998,1400, , , , ,,"As thunderstorms moved over the same area, they produced heavy rain for long periods of time. | The heaviest rain, which fell in a band from Northern Richmond County northeast across New York County and extreme Southern Westchester County, caused widespread flooding of streets (such as the Hutchinson River Parkway in Westchester and Bronx Counties and FDR Drive in New York County), low-lying, and poor drainage areas. | Rain fell at rates up to around 2 inches per hour. At LaGuardia Airport, 3.54 inches of rain fell and at Central Park, 2.38 inches was measured.",29
5660639,BRONX CO.,COUNTYWIDE,08/17/1998,1410,Flash Flood, , ,0,0,0,0,NY,EST, ,2083240,C,5,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,08/17/1998,1410, , , , ,,"As thunderstorms moved over the same area, they produced heavy rain for long periods of time. | The heaviest rain, which fell in a band from Northern Richmond County northeast across New York County and extreme Southern Westchester County, caused widespread flooding of streets (such as the Hutchinson River Parkway in Westchester and Bronx Counties and FDR Drive in New York County), low-lying, and poor drainage areas. | Rain fell at rates up to around 2 inches per hour. At LaGuardia Airport, 3.54 inches of rain fell and at Central Park, 2.38 inches was measured.",30
5696163,KINGS CO.,COUNTYWIDE,01/03/1999,1318,Flash Flood, , ,0,0,0,0,NY,EST, ,1502938,C,47,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,01/03/1999,1318, , , , ,,"With cold air in place along the surface, as a strong low pressure system moved northeast across the Great Lakes, a second low formed over the Mid-Atlantic States and moved northeast across Long Island during Sunday afternoon, January 3rd. | A light intermittent mix of sleet and freezing rain began just after midnight on Sunday. As an icy coating developed on road surfaces below freezing, some significant traffic accidents occurred across the region from midnight through 3 am. | However, as southeast winds increased, gusting from 45 to 50 mph, surface temperatures quickly rose above freezing from the immediate coast west during the night. An intense narrow band of torrential rain developed within a large area of steady rain. Rain fell on a frozen ground surface at rates as high as 3 inches per hour. This resulted in rapid runoff that caused widespread serious flooding of low-lying and poor drainage areas mainly from Kings County east across Central Suffolk County. Life-threatening flash flooding occurred in a 30 block area of Springfield Gardens (Queens) where people required rescue from their flooded basement apartments. Water rose to within 6 inches of the ceilings in several apartments. Many locations along the Belt and Southern State Parkways, the Long Island Expressway, and Northern State Parkway were closed due to serious flooding. | Here are selected rainfall amounts across the region: | o In Nassau County, from 3.69 inches at Sea Cliff to 5.02 inches at Merrick. | o In Western and Central Suffolk County, from 2.86 inches at Sayville to 4.51 inches at Farmingdale. | o In Queens County, from 2.53 inches at LaGuardia Airport to 3.78 inches at Kennedy Airport. | o In Manhattan, a new daily record of 2.42 inches was measured at Central Park. | o In Westchester County, from 1.67 inches at Yorktown Heights to 2.84 inches at White Plains. | o In Eastern Suffolk County, from 1.08 inches at Montauk to 2.38 inches at Westhampton. | o In Rockland County, 2.23 inches was measured in Suffern. Rainfall rates of 2.44 inches per hour was | measured at the Clarkstown North HS Weather Station in New City and 2.28 inches per hour at the | Felix Festa MS Weather Station in West Nyack. | Strong gusty winds combined with heavy rain caused scattered power outages as tree limbs fell mainly from Nassau County east across Central Suffolk County.",31
5696164,QUEENS CO.,COUNTYWIDE,01/03/1999,1318,Flash Flood, , ,0,0,500000,0,NY,EST, ,1502938,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,01/03/1999,1318, , , , ,,"With cold air in place along the surface, as a strong low pressure system moved northeast across the Great Lakes, a second low formed over the Mid-Atlantic States and moved northeast across Long Island during Sunday afternoon, January 3rd. | A light intermittent mix of sleet and freezing rain began just after midnight on Sunday. As an icy coating developed on road surfaces below freezing, some significant traffic accidents occurred across the region from midnight through 3 am. | However, as southeast winds increased, gusting from 45 to 50 mph, surface temperatures quickly rose above freezing from the immediate coast west during the night. An intense narrow band of torrential rain developed within a large area of steady rain. Rain fell on a frozen ground surface at rates as high as 3 inches per hour. This resulted in rapid runoff that caused widespread serious flooding of low-lying and poor drainage areas mainly from Kings County east across Central Suffolk County. Life-threatening flash flooding occurred in a 30 block area of Springfield Gardens (Queens) where people required rescue from their flooded basement apartments. Water rose to within 6 inches of the ceilings in several apartments. Many locations along the Belt and Southern State Parkways, the Long Island Expressway, and Northern State Parkway were closed due to serious flooding. | Here are selected rainfall amounts across the region: | o In Nassau County, from 3.69 inches at Sea Cliff to 5.02 inches at Merrick. | o In Western and Central Suffolk County, from 2.86 inches at Sayville to 4.51 inches at Farmingdale. | o In Queens County, from 2.53 inches at LaGuardia Airport to 3.78 inches at Kennedy Airport. | o In Manhattan, a new daily record of 2.42 inches was measured at Central Park. | o In Westchester County, from 1.67 inches at Yorktown Heights to 2.84 inches at White Plains. | o In Eastern Suffolk County, from 1.08 inches at Montauk to 2.38 inches at Westhampton. | o In Rockland County, 2.23 inches was measured in Suffern. Rainfall rates of 2.44 inches per hour was | measured at the Clarkstown North HS Weather Station in New City and 2.28 inches per hour at the | Felix Festa MS Weather Station in West Nyack. | Strong gusty winds combined with heavy rain caused scattered power outages as tree limbs fell mainly from Nassau County east across Central Suffolk County.",32
5696191,RICHMOND CO.,SOUTH BEACH,01/15/1999,915,Flash Flood, , ,0,0,0,0,NY,EST, ,1502823,C,85,OKX,0,0,NEWSPAPER, , , , , , , ,SOUTH BEACH,01/15/1999,915, , , , ,,"As heavy rain fell on a frozen ground surface with partially clogged storm drains, widespread flash flooding of low-lying and poor drainage areas occurred across the region. | In Suffolk County, up to 3 feet of water collected on low-lying roads from Lindenhurst to Bay Shore. | In Nassau County, a portion of Valley Stream Blvd. north of Village Green was washed away. | In Staten Island, up to 2 feet of water collected in many streets in South Beach. | Rainfall amounts ranged from 1.16 inches at Westhampton to 1.74 inches at Farmingdale.",33
5685634,EASTERN DUTCHESS (ZONE), ,01/18/1999,2239,Flash Flood, , ,0,0,10000,0,NY,EST, ,1501893,Z,66,ALY,0,0,LAW ENFORCEMENT, , , , , , , , ,01/19/1999,1000, , , , ,Mild weather and rain resulted in Wassaic Creek overflowing its banks from January 18 to January 19. County Route 81 was inundated with water resulting in several homes having to be evacuated.,,34
5717789,BRONX CO.,COUNTYWIDE,08/26/1999,630,Flash Flood, , ,0,0,0,0,NY,EST, ,2412807,C,5,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,08/26/1999,830, , , , ,,"Widespread rain developed just north of a warm front that remained nearly stationary just south of the area. Scattered thunderstorms produced torrential rain that caused significant and serious urban flash flooding across New York, Bronx, and Southern Westchester Counties. Less serious flooding occurred across Northwest Queens and Rockland Counties. Flash flooding crippled mass transit at the height of the morning rush hour in the New York Metro area. | During the afternoon, torrential rain caused urban flash flooding across parts of Western and Central Suffolk County. Around 2 feet of water covered Main Street in Northport and up to 4 feet of water flooded many roads across Central Suffolk County , mainly in a band from Shirley north across Manorville to Wading River, where the heaviest rain fell. | In New York County, parts of many roads such as FDR Drive, Harlem River Drive,Henry Hudson Parkway, 12th Ave. and West Side Highway were forced to close. Subway service was severely disrupted as 3 to 5 feet of water collected at subway station locations. Fifty-two inches of water was measured at the 6 line station at Cypress Ave. A 10 to 20 foot section of the northbound platform on the 6 line at 28th street crumbled and washed away. | In Bronx County, in addition to many road closures, the Metro-North Railroad system was forced to close in Mott Haven, South Bronx, which went under water. Ten trains carrying thousands of passengers were stranded. | In Southern Westchester County, parts of many roads such as Bronx River Parkway, Hutchinson River Parkway, and Saw Mill River Parkway were forced to close. | Here are selected rainfall amounts for: | Queens County: 2.64 inches of rain was measured at LaGuardia Airport. Some less serious flooding of roads and subway stations occurred across parts of Northwest Queens. | Westchester County: 2.30 inches was measured at White Plains. | Rockland County: from 3.16 inches at Nanuet to 3.31 inches at New City. | Suffolk County: 6.10 inches at Manorville, 4.03 inches at South Setauket, 3.76 inches at the NWS Office in Upton and 3.48 inches in Riverhead.",35
5717787,NEW YORK CO.,COUNTYWIDE,08/26/1999,630,Flash Flood, , ,0,0,0,0,NY,EST, ,2412807,C,61,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,08/26/1999,830, , , , ,,"Widespread rain developed just north of a warm front that remained nearly stationary just south of the area. Scattered thunderstorms produced torrential rain that caused significant and serious urban flash flooding across New York, Bronx, and Southern Westchester Counties. Less serious flooding occurred across Northwest Queens and Rockland Counties. Flash flooding crippled mass transit at the height of the morning rush hour in the New York Metro area. | During the afternoon, torrential rain caused urban flash flooding across parts of Western and Central Suffolk County. Around 2 feet of water covered Main Street in Northport and up to 4 feet of water flooded many roads across Central Suffolk County , mainly in a band from Shirley north across Manorville to Wading River, where the heaviest rain fell. | In New York County, parts of many roads such as FDR Drive, Harlem River Drive,Henry Hudson Parkway, 12th Ave. and West Side Highway were forced to close. Subway service was severely disrupted as 3 to 5 feet of water collected at subway station locations. Fifty-two inches of water was measured at the 6 line station at Cypress Ave. A 10 to 20 foot section of the northbound platform on the 6 line at 28th street crumbled and washed away. | In Bronx County, in addition to many road closures, the Metro-North Railroad system was forced to close in Mott Haven, South Bronx, which went under water. Ten trains carrying thousands of passengers were stranded. | In Southern Westchester County, parts of many roads such as Bronx River Parkway, Hutchinson River Parkway, and Saw Mill River Parkway were forced to close. | Here are selected rainfall amounts for: | Queens County: 2.64 inches of rain was measured at LaGuardia Airport. Some less serious flooding of roads and subway stations occurred across parts of Northwest Queens. | Westchester County: 2.30 inches was measured at White Plains. | Rockland County: from 3.16 inches at Nanuet to 3.31 inches at New City. | Suffolk County: 6.10 inches at Manorville, 4.03 inches at South Setauket, 3.76 inches at the NWS Office in Upton and 3.48 inches in Riverhead.",36
5724751,QUEENS CO.,COUNTYWIDE,09/16/1999,1108,Flash Flood, , ,0,0,0,0,NY,EST, ,2414117,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/16/1999,1900, , , , ,,"Torrential record rainfall, which caused serious widespread urban, small stream, and river flooding, preceded the remnants of Hurricane Floyd, which passed over Western Suffolk County of Long Island from 7 pm to 9 pm on September 16th. | Death: In Rockland County, a 53-year old man died around midnight on the 17th when he was swept into the Pearl River while walking in Orangetown. | Property Damage: Orange, Putnam, Rockland, and Westchester Counties were declared disaster areas. For these 4 counties, the initial cost estimates were $14.6 million dollars. These figures represents ""eligible"" costs for disaster payments, and were provided by the New York State Emergency Management Office. They represent a ""fraction"" of the costs that were actually incurred. | Urban Flooding: Serious widespread flooding of low-lying and poor drainage areas resulted in the closure of many roads and basement flooding across the entire region. | Stream and River Flooding: | In Rockland County, the Mahwah River at Suffern was above its' flood stage of 4 ft. from 1:30 pm on the 16th until 3 am on the 18th. The crest stage was about 9.7 feet. | In Westchester and Bronx Counties, the Saw Mill and Bronx Rivers overflowed their banks and caused serious widespread urban flooding. | Rainfall Amounts: The axis of heaviest rain was oriented from southwest to northeast and extended from Central NJ northeast across the Lower Hudson Valley of Southeast NY and Southwest CT. Maximum rainfall rates from 1 to around 2 inches per hour lasted for at least 3 consecutive hours across parts of the Lower Hudson Valley from 2 pm until 6 pm on the 16th. | Here are selected rainfall amounts for: | Putnam County: from 11.73 inches at the George Fischer M.S. Weather Station in Carmel to 13.70 inches at Brewster. | Rockland County: from 7.85 inches at Pomona to 10.17 inches at Congers. | Westchester County: from 5.03 inches at Tuckahoe to 12.55 inches at Granite Springs. At Westchester County Airport, 6.26 inches was measured. | Orange County: from 4.46 inches at Middletown to 8.25 inches at West Point. | Bronx County: 7.51 inches was measured by the Fordham Prep School Weather Station. | New York (Manhattan) County: from 4.06 inches at the Saint Rose of Lima Weather Station to 5.02 inches at Central Park. | Richmond (Staten Island:) County: No reports were available. | Kings (Brooklyn) County: from 3.83 inches at Graves End to 5.53 inches at the Bishop Kearney H.S. Weather Station. | Queens County: from 3.27 inches at JFK Airport to 4.94 inches at LaGuardia Airport. | Nassau County: from 3.67 inches at Wantagh to 4.12 inches at Mineola. | Suffolk County: from 2.67 inches at Bridgehampton to 4.88 inches at Sea Cliff. | Winds: Strong and gusty winds combined with torrential rain downed many trees, tree limbs, and power lines across the area. Significant power outages resulted. Most wind gusts were from 50 to 60 mph from around 1:30 pm on the 16th to around 2 am on the 17th.",37
5724749,RICHMOND CO.,COUNTYWIDE,09/16/1999,1108,Flash Flood, , ,0,0,0,0,NY,EST, ,2414117,C,85,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/16/1999,1900, , , , ,,"Torrential record rainfall, which caused serious widespread urban, small stream, and river flooding, preceded the remnants of Hurricane Floyd, which passed over Western Suffolk County of Long Island from 7 pm to 9 pm on September 16th. | Death: In Rockland County, a 53-year old man died around midnight on the 17th when he was swept into the Pearl River while walking in Orangetown. | Property Damage: Orange, Putnam, Rockland, and Westchester Counties were declared disaster areas. For these 4 counties, the initial cost estimates were $14.6 million dollars. These figures represents ""eligible"" costs for disaster payments, and were provided by the New York State Emergency Management Office. They represent a ""fraction"" of the costs that were actually incurred. | Urban Flooding: Serious widespread flooding of low-lying and poor drainage areas resulted in the closure of many roads and basement flooding across the entire region. | Stream and River Flooding: | In Rockland County, the Mahwah River at Suffern was above its' flood stage of 4 ft. from 1:30 pm on the 16th until 3 am on the 18th. The crest stage was about 9.7 feet. | In Westchester and Bronx Counties, the Saw Mill and Bronx Rivers overflowed their banks and caused serious widespread urban flooding. | Rainfall Amounts: The axis of heaviest rain was oriented from southwest to northeast and extended from Central NJ northeast across the Lower Hudson Valley of Southeast NY and Southwest CT. Maximum rainfall rates from 1 to around 2 inches per hour lasted for at least 3 consecutive hours across parts of the Lower Hudson Valley from 2 pm until 6 pm on the 16th. | Here are selected rainfall amounts for: | Putnam County: from 11.73 inches at the George Fischer M.S. Weather Station in Carmel to 13.70 inches at Brewster. | Rockland County: from 7.85 inches at Pomona to 10.17 inches at Congers. | Westchester County: from 5.03 inches at Tuckahoe to 12.55 inches at Granite Springs. At Westchester County Airport, 6.26 inches was measured. | Orange County: from 4.46 inches at Middletown to 8.25 inches at West Point. | Bronx County: 7.51 inches was measured by the Fordham Prep School Weather Station. | New York (Manhattan) County: from 4.06 inches at the Saint Rose of Lima Weather Station to 5.02 inches at Central Park. | Richmond (Staten Island:) County: No reports were available. | Kings (Brooklyn) County: from 3.83 inches at Graves End to 5.53 inches at the Bishop Kearney H.S. Weather Station. | Queens County: from 3.27 inches at JFK Airport to 4.94 inches at LaGuardia Airport. | Nassau County: from 3.67 inches at Wantagh to 4.12 inches at Mineola. | Suffolk County: from 2.67 inches at Bridgehampton to 4.88 inches at Sea Cliff. | Winds: Strong and gusty winds combined with torrential rain downed many trees, tree limbs, and power lines across the area. Significant power outages resulted. Most wind gusts were from 50 to 60 mph from around 1:30 pm on the 16th to around 2 am on the 17th.",38
5724750,KINGS CO.,COUNTYWIDE,09/16/1999,1108,Flash Flood, , ,0,0,0,0,NY,EST, ,2414117,C,47,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/16/1999,1900, , , , ,,"Torrential record rainfall, which caused serious widespread urban, small stream, and river flooding, preceded the remnants of Hurricane Floyd, which passed over Western Suffolk County of Long Island from 7 pm to 9 pm on September 16th. | Death: In Rockland County, a 53-year old man died around midnight on the 17th when he was swept into the Pearl River while walking in Orangetown. | Property Damage: Orange, Putnam, Rockland, and Westchester Counties were declared disaster areas. For these 4 counties, the initial cost estimates were $14.6 million dollars. These figures represents ""eligible"" costs for disaster payments, and were provided by the New York State Emergency Management Office. They represent a ""fraction"" of the costs that were actually incurred. | Urban Flooding: Serious widespread flooding of low-lying and poor drainage areas resulted in the closure of many roads and basement flooding across the entire region. | Stream and River Flooding: | In Rockland County, the Mahwah River at Suffern was above its' flood stage of 4 ft. from 1:30 pm on the 16th until 3 am on the 18th. The crest stage was about 9.7 feet. | In Westchester and Bronx Counties, the Saw Mill and Bronx Rivers overflowed their banks and caused serious widespread urban flooding. | Rainfall Amounts: The axis of heaviest rain was oriented from southwest to northeast and extended from Central NJ northeast across the Lower Hudson Valley of Southeast NY and Southwest CT. Maximum rainfall rates from 1 to around 2 inches per hour lasted for at least 3 consecutive hours across parts of the Lower Hudson Valley from 2 pm until 6 pm on the 16th. | Here are selected rainfall amounts for: | Putnam County: from 11.73 inches at the George Fischer M.S. Weather Station in Carmel to 13.70 inches at Brewster. | Rockland County: from 7.85 inches at Pomona to 10.17 inches at Congers. | Westchester County: from 5.03 inches at Tuckahoe to 12.55 inches at Granite Springs. At Westchester County Airport, 6.26 inches was measured. | Orange County: from 4.46 inches at Middletown to 8.25 inches at West Point. | Bronx County: 7.51 inches was measured by the Fordham Prep School Weather Station. | New York (Manhattan) County: from 4.06 inches at the Saint Rose of Lima Weather Station to 5.02 inches at Central Park. | Richmond (Staten Island:) County: No reports were available. | Kings (Brooklyn) County: from 3.83 inches at Graves End to 5.53 inches at the Bishop Kearney H.S. Weather Station. | Queens County: from 3.27 inches at JFK Airport to 4.94 inches at LaGuardia Airport. | Nassau County: from 3.67 inches at Wantagh to 4.12 inches at Mineola. | Suffolk County: from 2.67 inches at Bridgehampton to 4.88 inches at Sea Cliff. | Winds: Strong and gusty winds combined with torrential rain downed many trees, tree limbs, and power lines across the area. Significant power outages resulted. Most wind gusts were from 50 to 60 mph from around 1:30 pm on the 16th to around 2 am on the 17th.",39
5724748,NEW YORK CO.,COUNTYWIDE,09/16/1999,1108,Flash Flood, , ,0,0,0,0,NY,EST, ,2414117,C,61,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/16/1999,1900, , , , ,,"Torrential record rainfall, which caused serious widespread urban, small stream, and river flooding, preceded the remnants of Hurricane Floyd, which passed over Western Suffolk County of Long Island from 7 pm to 9 pm on September 16th. | Death: In Rockland County, a 53-year old man died around midnight on the 17th when he was swept into the Pearl River while walking in Orangetown. | Property Damage: Orange, Putnam, Rockland, and Westchester Counties were declared disaster areas. For these 4 counties, the initial cost estimates were $14.6 million dollars. These figures represents ""eligible"" costs for disaster payments, and were provided by the New York State Emergency Management Office. They represent a ""fraction"" of the costs that were actually incurred. | Urban Flooding: Serious widespread flooding of low-lying and poor drainage areas resulted in the closure of many roads and basement flooding across the entire region. | Stream and River Flooding: | In Rockland County, the Mahwah River at Suffern was above its' flood stage of 4 ft. from 1:30 pm on the 16th until 3 am on the 18th. The crest stage was about 9.7 feet. | In Westchester and Bronx Counties, the Saw Mill and Bronx Rivers overflowed their banks and caused serious widespread urban flooding. | Rainfall Amounts: The axis of heaviest rain was oriented from southwest to northeast and extended from Central NJ northeast across the Lower Hudson Valley of Southeast NY and Southwest CT. Maximum rainfall rates from 1 to around 2 inches per hour lasted for at least 3 consecutive hours across parts of the Lower Hudson Valley from 2 pm until 6 pm on the 16th. | Here are selected rainfall amounts for: | Putnam County: from 11.73 inches at the George Fischer M.S. Weather Station in Carmel to 13.70 inches at Brewster. | Rockland County: from 7.85 inches at Pomona to 10.17 inches at Congers. | Westchester County: from 5.03 inches at Tuckahoe to 12.55 inches at Granite Springs. At Westchester County Airport, 6.26 inches was measured. | Orange County: from 4.46 inches at Middletown to 8.25 inches at West Point. | Bronx County: 7.51 inches was measured by the Fordham Prep School Weather Station. | New York (Manhattan) County: from 4.06 inches at the Saint Rose of Lima Weather Station to 5.02 inches at Central Park. | Richmond (Staten Island:) County: No reports were available. | Kings (Brooklyn) County: from 3.83 inches at Graves End to 5.53 inches at the Bishop Kearney H.S. Weather Station. | Queens County: from 3.27 inches at JFK Airport to 4.94 inches at LaGuardia Airport. | Nassau County: from 3.67 inches at Wantagh to 4.12 inches at Mineola. | Suffolk County: from 2.67 inches at Bridgehampton to 4.88 inches at Sea Cliff. | Winds: Strong and gusty winds combined with torrential rain downed many trees, tree limbs, and power lines across the area. Significant power outages resulted. Most wind gusts were from 50 to 60 mph from around 1:30 pm on the 16th to around 2 am on the 17th.",40
5724747,BRONX CO.,COUNTYWIDE,09/16/1999,1108,Flash Flood, , ,0,0,0,0,NY,EST, ,2414117,C,5,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/16/1999,1900, , , , ,,"Torrential record rainfall, which caused serious widespread urban, small stream, and river flooding, preceded the remnants of Hurricane Floyd, which passed over Western Suffolk County of Long Island from 7 pm to 9 pm on September 16th. | Death: In Rockland County, a 53-year old man died around midnight on the 17th when he was swept into the Pearl River while walking in Orangetown. | Property Damage: Orange, Putnam, Rockland, and Westchester Counties were declared disaster areas. For these 4 counties, the initial cost estimates were $14.6 million dollars. These figures represents ""eligible"" costs for disaster payments, and were provided by the New York State Emergency Management Office. They represent a ""fraction"" of the costs that were actually incurred. | Urban Flooding: Serious widespread flooding of low-lying and poor drainage areas resulted in the closure of many roads and basement flooding across the entire region. | Stream and River Flooding: | In Rockland County, the Mahwah River at Suffern was above its' flood stage of 4 ft. from 1:30 pm on the 16th until 3 am on the 18th. The crest stage was about 9.7 feet. | In Westchester and Bronx Counties, the Saw Mill and Bronx Rivers overflowed their banks and caused serious widespread urban flooding. | Rainfall Amounts: The axis of heaviest rain was oriented from southwest to northeast and extended from Central NJ northeast across the Lower Hudson Valley of Southeast NY and Southwest CT. Maximum rainfall rates from 1 to around 2 inches per hour lasted for at least 3 consecutive hours across parts of the Lower Hudson Valley from 2 pm until 6 pm on the 16th. | Here are selected rainfall amounts for: | Putnam County: from 11.73 inches at the George Fischer M.S. Weather Station in Carmel to 13.70 inches at Brewster. | Rockland County: from 7.85 inches at Pomona to 10.17 inches at Congers. | Westchester County: from 5.03 inches at Tuckahoe to 12.55 inches at Granite Springs. At Westchester County Airport, 6.26 inches was measured. | Orange County: from 4.46 inches at Middletown to 8.25 inches at West Point. | Bronx County: 7.51 inches was measured by the Fordham Prep School Weather Station. | New York (Manhattan) County: from 4.06 inches at the Saint Rose of Lima Weather Station to 5.02 inches at Central Park. | Richmond (Staten Island:) County: No reports were available. | Kings (Brooklyn) County: from 3.83 inches at Graves End to 5.53 inches at the Bishop Kearney H.S. Weather Station. | Queens County: from 3.27 inches at JFK Airport to 4.94 inches at LaGuardia Airport. | Nassau County: from 3.67 inches at Wantagh to 4.12 inches at Mineola. | Suffolk County: from 2.67 inches at Bridgehampton to 4.88 inches at Sea Cliff. | Winds: Strong and gusty winds combined with torrential rain downed many trees, tree limbs, and power lines across the area. Significant power outages resulted. Most wind gusts were from 50 to 60 mph from around 1:30 pm on the 16th to around 2 am on the 17th.",41
5154965,RICHMOND CO.,NORTHEAST PORTION,07/03/2000,1705,Flash Flood, , ,0,0,0,0,NY,EST, ,1100597,C,85,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,NORTHEAST PORTION,07/03/2000,1705, , , , ,,"Thunderstorms produced rainfall rates estimated by radar at up to 4 inches per hour for less than 1 hour across Northeast Richmond (Staten Island), Southwest Kings (Brooklyn) and Northern Queens Counties. These excessive rainfall rates were confirmed by two weather stations in Kings County (Brooklyn). The Bishop Kearney High School Weather Station measured a maximum rainfall rate of 4.48 inches per hour and the P.S. 170 Weather Station measured a maximum rainfall rate of 4.20 inches per hour. | In Richmond County, significant ponding of water trapped people in two cars near the Verranzano Bridge. | In Kings County, significant low-lying and poor drainage flooding occurred along the Belt Parkway in Bay Ridge. | In Queens County, the New York City Office of Emergency Management reported significant low-lying and poor drainage flooding on the Cross Island Parkway near the Whitestone Bridge.",42
5154966,KINGS CO.,SOUTHWEST PORTION,07/03/2000,1736,Flash Flood, , ,0,0,0,0,NY,EST, ,1100597,C,47,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,SOUTHWEST PORTION,07/03/2000,1736, , , , ,,"Thunderstorms produced rainfall rates estimated by radar at up to 4 inches per hour for less than 1 hour across Northeast Richmond (Staten Island), Southwest Kings (Brooklyn) and Northern Queens Counties. These excessive rainfall rates were confirmed by two weather stations in Kings County (Brooklyn). The Bishop Kearney High School Weather Station measured a maximum rainfall rate of 4.48 inches per hour and the P.S. 170 Weather Station measured a maximum rainfall rate of 4.20 inches per hour. | In Richmond County, significant ponding of water trapped people in two cars near the Verranzano Bridge. | In Kings County, significant low-lying and poor drainage flooding occurred along the Belt Parkway in Bay Ridge. | In Queens County, the New York City Office of Emergency Management reported significant low-lying and poor drainage flooding on the Cross Island Parkway near the Whitestone Bridge.",43
5154967,QUEENS CO.,NORTH PORTION,07/03/2000,1800,Flash Flood, , ,0,0,0,0,NY,EST, ,1100597,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,NORTH PORTION,07/03/2000,1800, , , , ,,"Thunderstorms produced rainfall rates estimated by radar at up to 4 inches per hour for less than 1 hour across Northeast Richmond (Staten Island), Southwest Kings (Brooklyn) and Northern Queens Counties. These excessive rainfall rates were confirmed by two weather stations in Kings County (Brooklyn). The Bishop Kearney High School Weather Station measured a maximum rainfall rate of 4.48 inches per hour and the P.S. 170 Weather Station measured a maximum rainfall rate of 4.20 inches per hour. | In Richmond County, significant ponding of water trapped people in two cars near the Verranzano Bridge. | In Kings County, significant low-lying and poor drainage flooding occurred along the Belt Parkway in Bay Ridge. | In Queens County, the New York City Office of Emergency Management reported significant low-lying and poor drainage flooding on the Cross Island Parkway near the Whitestone Bridge.",44
